freq (Hz),leafValue( getData("out" ?result "noise") "N" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 3 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 6 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 7 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 8 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 9 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 10 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 11 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 12 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 13 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 14 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 15 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 16 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 17 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 18 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 19 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 20 ) (A / sqrt(Hz))
323.594E3,20.4401E-12,27.3948E-12,39.3357E-12,47.4946E-12,43.2584E-12,38.4004E-12,34.5911E-12,32.2845E-12,31.1073E-12,30.5034E-12,30.1446E-12,29.8932E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
331.131E3,20.4039E-12,27.3895E-12,39.3346E-12,47.4943E-12,43.2584E-12,38.4004E-12,34.5911E-12,32.2845E-12,31.1073E-12,30.5034E-12,30.1446E-12,29.8932E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
338.844E3,20.3685E-12,27.3844E-12,39.3335E-12,47.4939E-12,43.2583E-12,38.4003E-12,34.5911E-12,32.2844E-12,31.1073E-12,30.5034E-12,30.1446E-12,29.8932E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
346.737E3,20.3338E-12,27.3793E-12,39.3324E-12,47.4936E-12,43.2582E-12,38.4003E-12,34.5911E-12,32.2844E-12,31.1073E-12,30.5034E-12,30.1446E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
354.813E3,20.2999E-12,27.3744E-12,39.3313E-12,47.4933E-12,43.2581E-12,38.4003E-12,34.5911E-12,32.2844E-12,31.1073E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
363.078E3,20.2667E-12,27.3696E-12,39.3303E-12,47.4930E-12,43.2580E-12,38.4002E-12,34.5910E-12,32.2844E-12,31.1073E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
371.535E3,20.2342E-12,27.3648E-12,39.3292E-12,47.4928E-12,43.2579E-12,38.4002E-12,34.5910E-12,32.2844E-12,31.1073E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
380.189E3,20.2023E-12,27.3602E-12,39.3282E-12,47.4925E-12,43.2579E-12,38.4002E-12,34.5910E-12,32.2844E-12,31.1073E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
389.045E3,20.1712E-12,27.3557E-12,39.3273E-12,47.4922E-12,43.2578E-12,38.4002E-12,34.5910E-12,32.2844E-12,31.1073E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
398.107E3,20.1407E-12,27.3513E-12,39.3263E-12,47.4919E-12,43.2577E-12,38.4001E-12,34.5910E-12,32.2844E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
407.380E3,20.1108E-12,27.3470E-12,39.3254E-12,47.4917E-12,43.2577E-12,38.4001E-12,34.5910E-12,32.2844E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
416.869E3,20.0816E-12,27.3428E-12,39.3245E-12,47.4914E-12,43.2576E-12,38.4001E-12,34.5910E-12,32.2844E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
426.580E3,20.0531E-12,27.3387E-12,39.3236E-12,47.4912E-12,43.2575E-12,38.4001E-12,34.5910E-12,32.2844E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
436.516E3,20.0251E-12,27.3347E-12,39.3227E-12,47.4909E-12,43.2575E-12,38.4000E-12,34.5909E-12,32.2844E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
446.684E3,19.9977E-12,27.3308E-12,39.3218E-12,47.4907E-12,43.2574E-12,38.4000E-12,34.5909E-12,32.2844E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
457.088E3,19.9709E-12,27.3269E-12,39.3210E-12,47.4905E-12,43.2573E-12,38.4000E-12,34.5909E-12,32.2844E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
467.735E3,19.9447E-12,27.3232E-12,39.3202E-12,47.4903E-12,43.2573E-12,38.4000E-12,34.5909E-12,32.2844E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
478.630E3,19.9191E-12,27.3195E-12,39.3194E-12,47.4900E-12,43.2572E-12,38.3999E-12,34.5909E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
489.779E3,19.8940E-12,27.3159E-12,39.3186E-12,47.4898E-12,43.2571E-12,38.3999E-12,34.5909E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
501.187E3,19.8694E-12,27.3124E-12,39.3179E-12,47.4896E-12,43.2571E-12,38.3999E-12,34.5909E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
512.861E3,19.8454E-12,27.3090E-12,39.3171E-12,47.4894E-12,43.2570E-12,38.3999E-12,34.5909E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
524.807E3,19.8219E-12,27.3057E-12,39.3164E-12,47.4892E-12,43.2570E-12,38.3999E-12,34.5909E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
537.032E3,19.7989E-12,27.3024E-12,39.3157E-12,47.4890E-12,43.2569E-12,38.3998E-12,34.5909E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
549.541E3,19.7764E-12,27.2992E-12,39.3150E-12,47.4888E-12,43.2569E-12,38.3998E-12,34.5909E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
562.341E3,19.7544E-12,27.2961E-12,39.3143E-12,47.4886E-12,43.2568E-12,38.3998E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
575.440E3,19.7328E-12,27.2930E-12,39.3137E-12,47.4884E-12,43.2568E-12,38.3998E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
588.844E3,19.7118E-12,27.2900E-12,39.3130E-12,47.4883E-12,43.2567E-12,38.3998E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
602.560E3,19.6912E-12,27.2871E-12,39.3124E-12,47.4881E-12,43.2567E-12,38.3998E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6950E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
616.595E3,19.6710E-12,27.2843E-12,39.3118E-12,47.4879E-12,43.2566E-12,38.3997E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5034E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
630.957E3,19.6513E-12,27.2815E-12,39.3112E-12,47.4877E-12,43.2566E-12,38.3997E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
645.654E3,19.6320E-12,27.2788E-12,39.3106E-12,47.4876E-12,43.2565E-12,38.3997E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
660.693E3,19.6131E-12,27.2761E-12,39.3100E-12,47.4874E-12,43.2565E-12,38.3997E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
676.083E3,19.5946E-12,27.2735E-12,39.3094E-12,47.4873E-12,43.2565E-12,38.3997E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
691.831E3,19.5766E-12,27.2710E-12,39.3089E-12,47.4871E-12,43.2564E-12,38.3997E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
707.946E3,19.5589E-12,27.2685E-12,39.3084E-12,47.4870E-12,43.2564E-12,38.3996E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
724.436E3,19.5416E-12,27.2661E-12,39.3078E-12,47.4868E-12,43.2563E-12,38.3996E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
741.310E3,19.5247E-12,27.2637E-12,39.3073E-12,47.4867E-12,43.2563E-12,38.3996E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
758.578E3,19.5082E-12,27.2614E-12,39.3068E-12,47.4865E-12,43.2563E-12,38.3996E-12,34.5908E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
776.247E3,19.4921E-12,27.2591E-12,39.3063E-12,47.4864E-12,43.2562E-12,38.3996E-12,34.5907E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
794.328E3,19.4762E-12,27.2569E-12,39.3058E-12,47.4863E-12,43.2562E-12,38.3996E-12,34.5907E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
812.831E3,19.4608E-12,27.2547E-12,39.3054E-12,47.4861E-12,43.2561E-12,38.3996E-12,34.5907E-12,32.2843E-12,31.1072E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
831.764E3,19.4457E-12,27.2526E-12,39.3049E-12,47.4860E-12,43.2561E-12,38.3995E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
851.138E3,19.4309E-12,27.2505E-12,39.3045E-12,47.4859E-12,43.2561E-12,38.3995E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
870.964E3,19.4164E-12,27.2485E-12,39.3040E-12,47.4858E-12,43.2560E-12,38.3995E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
891.251E3,19.4023E-12,27.2465E-12,39.3036E-12,47.4856E-12,43.2560E-12,38.3995E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
912.011E3,19.3884E-12,27.2446E-12,39.3032E-12,47.4855E-12,43.2560E-12,38.3995E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
933.254E3,19.3749E-12,27.2427E-12,39.3028E-12,47.4854E-12,43.2559E-12,38.3995E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
954.993E3,19.3617E-12,27.2409E-12,39.3024E-12,47.4853E-12,43.2559E-12,38.3995E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8932E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
977.237E3,19.3487E-12,27.2391E-12,39.3020E-12,47.4852E-12,43.2559E-12,38.3995E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.00000E6,19.3361E-12,27.2373E-12,39.3016E-12,47.4851E-12,43.2559E-12,38.3995E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.02329E6,19.3237E-12,27.2356E-12,39.3012E-12,47.4850E-12,43.2558E-12,38.3995E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.04713E6,19.3116E-12,27.2339E-12,39.3009E-12,47.4849E-12,43.2558E-12,38.3994E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.07152E6,19.2998E-12,27.2323E-12,39.3005E-12,47.4848E-12,43.2558E-12,38.3994E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.09648E6,19.2882E-12,27.2307E-12,39.3002E-12,47.4847E-12,43.2557E-12,38.3994E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.12202E6,19.2769E-12,27.2291E-12,39.2998E-12,47.4846E-12,43.2557E-12,38.3994E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.14815E6,19.2659E-12,27.2276E-12,39.2995E-12,47.4845E-12,43.2557E-12,38.3994E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.17490E6,19.2551E-12,27.2261E-12,39.2992E-12,47.4844E-12,43.2557E-12,38.3994E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.20226E6,19.2445E-12,27.2246E-12,39.2989E-12,47.4843E-12,43.2556E-12,38.3994E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.23027E6,19.2341E-12,27.2232E-12,39.2986E-12,47.4842E-12,43.2556E-12,38.3994E-12,34.5907E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.25893E6,19.2240E-12,27.2218E-12,39.2983E-12,47.4842E-12,43.2556E-12,38.3994E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.28825E6,19.2142E-12,27.2204E-12,39.2980E-12,47.4841E-12,43.2556E-12,38.3994E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.31826E6,19.2045E-12,27.2191E-12,39.2977E-12,47.4840E-12,43.2556E-12,38.3994E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.34896E6,19.1950E-12,27.2178E-12,39.2974E-12,47.4839E-12,43.2555E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.38038E6,19.1858E-12,27.2165E-12,39.2971E-12,47.4838E-12,43.2555E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.41254E6,19.1768E-12,27.2152E-12,39.2968E-12,47.4838E-12,43.2555E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.44544E6,19.1680E-12,27.2140E-12,39.2966E-12,47.4837E-12,43.2555E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.47911E6,19.1593E-12,27.2128E-12,39.2963E-12,47.4836E-12,43.2555E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1445E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.51356E6,19.1509E-12,27.2117E-12,39.2961E-12,47.4836E-12,43.2554E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.54882E6,19.1426E-12,27.2105E-12,39.2958E-12,47.4835E-12,43.2554E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.58489E6,19.1346E-12,27.2094E-12,39.2956E-12,47.4834E-12,43.2554E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.62181E6,19.1267E-12,27.2083E-12,39.2954E-12,47.4834E-12,43.2554E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.65959E6,19.1190E-12,27.2073E-12,39.2951E-12,47.4833E-12,43.2554E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.69824E6,19.1114E-12,27.2062E-12,39.2949E-12,47.4832E-12,43.2553E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.73780E6,19.1041E-12,27.2052E-12,39.2947E-12,47.4832E-12,43.2553E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.77828E6,19.0969E-12,27.2042E-12,39.2945E-12,47.4831E-12,43.2553E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.81970E6,19.0898E-12,27.2033E-12,39.2943E-12,47.4831E-12,43.2553E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.86209E6,19.0829E-12,27.2023E-12,39.2941E-12,47.4830E-12,43.2553E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.90546E6,19.0762E-12,27.2014E-12,39.2939E-12,47.4829E-12,43.2553E-12,38.3993E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
1.94984E6,19.0696E-12,27.2005E-12,39.2937E-12,47.4829E-12,43.2553E-12,38.3992E-12,34.5906E-12,32.2842E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
